Site_Code,Jaw_Site_ID,Test_Diameter,Total_Jaw_Length,Urchin_ID,Days_free,Jaw_Growth_Increment
3E,363,92,15.1,3266,NA,NA
6E,73,90,15.1,2170,NA,NA
6E,138,94,15.1,2235,NA,NA
5W,40,103,15.1,389,NA,NA
5W,272,89,15.1,621,NA,NA
5E,90,80,15.1,2664,NA,NA
5E,144,95,15.1,2718,NA,NA
5E,210,89,15.1,2784,NA,NA
5E,306,95,15.1,2880,NA,NA
5E,309,81,15.1,2883,NA,NA
5E,315,95,15.1,2889,NA,NA
4E,275,80,15.1,275,NA,NA
4E,304,90,15.1,304,NA,NA
4E,320,87,15.1,320,NA,NA
4W,23,95,15.1,657,NA,NA
3W,22,82,15.1,2326,NA,NA
3W,25,88,15.1,2329,NA,NA
3W,79,73,15.1,2383,NA,NA
3W,112,78,15.1,2416,NA,NA
3W,120,75,15.1,2424,NA,NA
3W,187,78,15.1,2491,NA,NA
2W,88,90,15.2,3453,NA,NA
2W,113,98,15.2,3478,NA,NA
2W,203,86,15.2,3568,NA,NA
2W,248,88,15.2,3613,NA,NA
2W,264,81,15.2,3629,NA,NA
2W,268,94,15.2,3633,NA,NA
2W,270,86,15.2,3635,NA,NA
2E,56,90,15.2,3808,NA,NA
2E,74,86,15.2,3826,NA,NA
2E,137,84,15.2,3889,NA,NA
2E,245,90,15.2,3997,NA,NA
2E,293,80,15.2,4044,NA,NA
2E,305,87,15.2,4056,NA,NA
2E,366,91,15.2,4117,NA,NA
2E,431,80,15.2,4182,NA,NA
2E,468,88,15.2,4219,NA,NA
2E,470,86,15.2,4221,NA,NA
2E,504,88,15.2,4255,NA,NA
2E,528,94,15.2,4279,NA,NA
2E,571,88,15.2,4322,NA,NA
2E,586,86,15.2,4337,NA,NA
2E,590,65,15.2,4340,NA,NA
3E,175,93,15.2,3078,NA,NA
3E,192,92,15.2,3095,NA,NA
3E,193,91,15.2,3096,NA,NA
3E,381,92,15.2,3284,NA,NA
6W,53,83,15.2,1877,NA,NA
6W,91,84,15.2,1915,NA,NA
6W,200,78,15.2,2024,NA,NA
6W,223,84,15.2,2047,NA,NA
6W,250,85,15.2,2074,NA,NA
6E,77,85,15.2,2174,NA,NA
6E,169,86,15.2,2266,NA,NA
5W,277,88,15.2,626,NA,NA
5E,26,90,15.2,2600,NA,NA
5E,52,88,15.2,2626,NA,NA
5E,137,84,15.2,2711,NA,NA
5E,150,85,15.2,2724,NA,NA
5E,275,84,15.2,2849,NA,NA
4W,70,84,15.2,704,NA,NA
3W,24,88,15.2,2328,NA,NA
3W,68,83,15.2,2372,NA,NA
3W,107,79,15.2,2411,NA,NA
3W,117,81,15.2,2421,NA,NA
3W,207,79,15.2,2511,NA,NA
2W,36,93,15.3,3401,NA,NA
2W,159,93,15.3,3524,NA,NA
2W,160,88,15.3,3525,NA,NA
2W,252,88,15.3,3617,NA,NA
2E,67,88,15.3,3819,NA,NA
2E,94,79,15.3,3846,NA,NA
2E,105,90,15.3,3857,NA,NA
2E,130,83,15.3,3882,NA,NA
2E,131,91,15.3,3883,NA,NA
2E,139,85,15.3,3891,NA,NA
2E,207,74,15.3,3959,NA,NA
2E,349,86,15.3,4100,NA,NA
2E,386,87,15.3,4137,NA,NA
2E,510,90,15.3,4261,NA,NA
2E,517,74,15.3,4268,NA,NA
2E,522,87,15.3,4273,NA,NA
2E,536,94,15.3,4287,NA,NA
2E,605,82,15.3,4355,NA,NA
3E,143,86,15.3,3046,NA,NA
3E,146,102,15.3,3049,NA,NA
3E,195,89,15.3,3098,NA,NA
3E,297,88,15.3,3200,NA,NA
3E,387,92,15.3,3290,NA,NA
6W,128,84,15.3,1952,NA,NA
6W,267,88,15.3,2091,NA,NA
6W,271,81,15.3,2095,NA,NA
5W,41,106,15.3,390,NA,NA
5W,66,88,15.3,415,NA,NA
5W,91,89,15.3,440,NA,NA
5W,171,95,15.3,520,NA,NA
5W,213,99,15.3,562,NA,NA
5W,256,95,15.3,605,NA,NA
5W,268,102,15.3,617,NA,NA
5W,276,103,15.3,625,NA,NA
5E,27,89,15.3,2601,NA,NA
5E,127,89,15.3,2701,NA,NA
5E,160,91,15.3,2734,NA,NA
5E,161,90,15.3,2735,NA,NA
5E,163,82,15.3,2737,NA,NA
5E,165,91,15.3,2739,NA,NA
5E,226,93,15.3,2800,NA,NA
5E,313,92,15.3,2887,NA,NA
4E,9,90,15.3,9,NA,NA
4E,158,92,15.3,158,NA,NA
4W,24,88,15.3,658,NA,NA
3W,15,89,15.3,2319,NA,NA
3W,179,79,15.3,2483,NA,NA
1E,658,89,15.3,1376,NA,NA
2W,3,86,15.4,3368,NA,NA
2W,85,78,15.4,3450,NA,NA
2W,132,86,15.4,3497,NA,NA
2W,139,90,15.4,3504,NA,NA
2W,150,84,15.4,3515,NA,NA
2W,207,90,15.4,3572,NA,NA
2W,265,78,15.4,3630,NA,NA
2E,45,84,15.4,3797,NA,NA
2E,88,92,15.4,3840,NA,NA
2E,145,87,15.4,3897,NA,NA
2E,153,93,15.4,3905,NA,NA
2E,163,89,15.4,3915,NA,NA
2E,199,90,15.4,3951,NA,NA
2E,224,84,15.4,3976,NA,NA
2E,297,106,15.4,4048,NA,NA
2E,396,88,15.4,4147,NA,NA
2E,397,92,15.4,4148,NA,NA
2E,434,81,15.4,4185,NA,NA
2E,435,88,15.4,4186,NA,NA
2E,453,86,15.4,4204,NA,NA
2E,641,94,15.4,4391,NA,NA
2E,664,81,15.4,4414,NA,NA
3E,33,97,15.4,2936,NA,NA
3E,57,87,15.4,2960,NA,NA
3E,144,96,15.4,3047,NA,NA
3E,230,94,15.4,3133,NA,NA
6W,70,93,15.4,1894,NA,NA
6W,117,84,15.4,1941,NA,NA
6W,164,92,15.4,1988,NA,NA
6E,30,88,15.4,2127,NA,NA
6E,32,87,15.4,2129,NA,NA
6E,57,77,15.4,2154,NA,NA
5W,226,91,15.4,575,NA,NA
5E,39,91,15.4,2613,NA,NA
5E,41,85,15.4,2615,NA,NA
5E,73,89,15.4,2647,NA,NA
5E,126,87,15.4,2700,NA,NA
5E,225,87,15.4,2799,NA,NA
5E,239,94,15.4,2813,NA,NA
5E,282,98,15.4,2856,NA,NA
5E,308,88,15.4,2882,NA,NA
5E,311,89,15.4,2885,NA,NA
4E,11,86,15.4,11,NA,NA
3W,2,82,15.4,2306,NA,NA
3W,96,80,15.4,2400,NA,NA
3W,114,78,15.4,2418,NA,NA
3W,158,79,15.4,2462,NA,NA
1E,401,92,15.4,1119,NA,NA
1E,586,87,15.4,1304,NA,NA
2W,45,93,15.5,3410,NA,NA
2W,111,90,15.5,3476,NA,NA
2W,146,89,15.5,3511,NA,NA
2W,254,91,15.5,3619,NA,NA
2W,303,102,15.5,3668,NA,NA
2E,96,92,15.5,3848,NA,NA
2E,147,85,15.5,3899,NA,NA
2E,334,90,15.5,4085,NA,NA
2E,423,89,15.5,4174,NA,NA
2E,426,97,15.5,4177,NA,NA
2E,479,80,15.5,4230,NA,NA
2E,543,87,15.5,4294,NA,NA
2E,566,96,15.5,4317,NA,NA
2E,634,84,15.5,4384,NA,NA
3E,63,97,15.5,2966,NA,NA
3E,221,103,15.5,3124,NA,NA
3E,274,101,15.5,3177,NA,NA
3E,395,92,15.5,3298,NA,NA
3E,440,83,15.5,3343,NA,NA
6W,55,85,15.5,1879,NA,NA
6W,145,85,15.5,1969,NA,NA
6W,173,94,15.5,1997,NA,NA
6W,212,82,15.5,2036,NA,NA
5W,31,96,15.5,380,NA,NA
5W,39,93,15.5,388,NA,NA
5W,61,93,15.5,410,NA,NA
5W,119,93,15.5,468,NA,NA
5W,174,95,15.5,523,NA,NA
5W,260,93,15.5,609,NA,NA
5E,191,94,15.5,2765,NA,NA
5E,241,85,15.5,2815,NA,NA
5E,268,91,15.5,2842,NA,NA
5E,298,82,15.5,2872,NA,NA
5E,326,95,15.5,2900,NA,NA
4E,4,89,15.5,4,NA,NA
4E,115,88,15.5,115,NA,NA
4E,121,96,15.5,121,NA,NA
4E,212,93,15.5,212,NA,NA
4E,261,115,15.5,261,NA,NA
4E,270,96,15.5,270,NA,NA
4E,323,90,15.5,323,NA,NA
3W,65,85,15.5,2369,NA,NA
3W,109,77,15.5,2413,NA,NA
3W,203,79,15.5,2507,NA,NA
3W,211,81,15.5,2515,NA,NA
1W,391,78,15.5,1772,NA,NA
2W,98,92,15.6,3463,NA,NA
2E,157,93,15.6,3909,NA,NA
2E,213,91,15.6,3965,NA,NA
2E,251,85,15.6,4003,NA,NA
2E,270,95,15.6,4022,NA,NA
2E,384,89,15.6,4135,NA,NA
2E,416,76,15.6,4167,NA,NA
2E,452,87,15.6,4203,NA,NA
2E,501,88,15.6,4252,NA,NA
2E,541,92,15.6,4292,NA,NA
2E,607,83,15.6,4357,NA,NA
3E,277,89,15.6,3180,NA,NA
3E,430,95,15.6,3333,NA,NA
6W,176,86,15.6,2000,NA,NA
6E,147,93,15.6,2244,NA,NA
5W,33,94,15.6,382,NA,NA
5W,273,92,15.6,622,NA,NA
5E,19,91,15.6,2593,NA,NA
5E,59,83,15.6,2633,NA,NA
5E,118,95,15.6,2692,NA,NA
5E,262,91,15.6,2836,NA,NA
4E,7,87,15.6,7,NA,NA
4E,342,97,15.6,342,NA,NA
4W,18,89,15.6,652,NA,NA
4W,29,91,15.6,663,NA,NA
3W,102,80,15.6,2406,NA,NA
3W,127,75,15.6,2431,NA,NA
3W,145,83,15.6,2449,NA,NA
3W,162,74,15.6,2466,NA,NA
3W,202,72,15.6,2506,NA,NA
3W,208,86,15.6,2512,NA,NA
2W,43,95,15.7,3408,NA,NA
2W,66,93,15.7,3431,NA,NA
2W,122,92,15.7,3487,NA,NA
2W,128,80,15.7,3493,NA,NA
2W,134,90,15.7,3499,NA,NA
2W,175,89,15.7,3540,NA,NA
2E,38,94,15.7,3790,NA,NA
2E,65,74,15.7,3817,NA,NA
2E,66,86,15.7,3818,NA,NA
2E,140,90,15.7,3892,NA,NA
2E,144,77,15.7,3896,NA,NA
2E,363,86,15.7,4114,NA,NA
2E,447,87,15.7,4198,NA,NA
2E,529,85,15.7,4280,NA,NA
2E,603,82,15.7,4353,NA,NA
2E,617,87,15.7,4367,NA,NA
2E,672,88,15.7,4422,NA,NA
3E,94,90,15.7,2997,NA,NA
3E,332,91,15.7,3235,NA,NA
3E,420,94,15.7,3323,NA,NA
6W,245,83,15.7,2069,NA,NA
6W,251,93,15.7,2075,NA,NA
6W,253,75,15.7,2077,NA,NA
6E,156,69,15.7,2253,NA,NA
5W,59,94,15.7,408,NA,NA
5W,144,103,15.7,493,NA,NA
5E,14,99,15.7,2588,NA,NA
5E,20,79,15.7,2594,NA,NA
5E,48,90,15.7,2622,NA,NA
5E,131,85,15.7,2705,NA,NA
5E,263,92,15.7,2837,NA,NA
5E,327,100,15.7,2901,NA,NA
4E,103,93,15.7,103,NA,NA
4E,245,87,15.7,245,NA,NA
4E,251,89,15.7,251,NA,NA
4E,281,92,15.7,281,NA,NA
3W,85,86,15.7,2389,NA,NA
3W,147,91,15.7,2451,NA,NA
3W,160,89,15.7,2464,NA,NA
3W,177,85,15.7,2481,NA,NA
3W,189,76,15.7,2493,NA,NA
2W,155,86,15.8,3520,NA,NA
2W,174,80,15.8,3539,NA,NA
2W,180,80,15.8,3545,NA,NA
2W,240,88,15.8,3605,NA,NA
2E,37,88,15.8,3789,NA,NA
2E,143,86,15.8,3895,NA,NA
2E,175,95,15.8,3927,NA,NA
2E,184,77,15.8,3936,NA,NA
2E,223,96,15.8,3975,NA,NA
2E,275,88,15.8,4027,NA,NA
2E,296,81,15.8,4047,NA,NA
2E,310,86,15.8,4061,NA,NA
2E,380,100,15.8,4131,NA,NA
2E,461,92,15.8,4212,NA,NA
2E,511,89,15.8,4262,NA,NA
2E,572,106,15.8,4323,NA,NA
2E,584,59,15.8,4335,NA,NA
2E,592,73,15.8,4342,NA,NA
3E,47,94,15.8,2950,NA,NA
3E,98,94,15.8,3001,NA,NA
3E,102,95,15.8,3005,NA,NA
3E,157,95,15.8,3060,NA,NA
3E,207,92,15.8,3110,NA,NA
3E,212,93,15.8,3115,NA,NA
3E,321,89,15.8,3224,NA,NA
3E,336,97,15.8,3239,NA,NA
3E,349,105,15.8,3252,NA,NA
3E,402,95,15.8,3305,NA,NA
6W,254,82,15.8,2078,NA,NA
5W,54,97,15.8,403,NA,NA
5W,84,96,15.8,433,NA,NA
5W,99,103,15.8,448,NA,NA
5W,161,99,15.8,510,NA,NA
5W,192,95,15.8,541,NA,NA
5W,220,101,15.8,569,NA,NA
5E,42,96,15.8,2616,NA,NA
5E,51,89,15.8,2625,NA,NA
5E,76,88,15.8,2650,NA,NA
5E,98,80,15.8,2672,NA,NA
5E,99,91,15.8,2673,NA,NA
5E,132,82,15.8,2706,NA,NA
5E,250,93,15.8,2824,NA,NA
5E,324,98,15.8,2898,NA,NA
5E,325,94,15.8,2899,NA,NA
4E,83,102,15.8,83,NA,NA
4E,305,94,15.8,305,NA,NA
3W,48,86,15.8,2352,NA,NA
3W,137,84,15.8,2441,NA,NA
3W,142,82,15.8,2446,NA,NA
3W,172,77,15.8,2476,NA,NA
3W,186,82,15.8,2490,NA,NA
3W,191,87,15.8,2495,NA,NA
3W,194,80,15.8,2498,NA,NA
1E,120,99,15.8,838,NA,NA
2W,30,90,15.9,3395,NA,NA
2W,49,84,15.9,3414,NA,NA
2W,168,94,15.9,3533,NA,NA
2E,15,96,15.9,3767,NA,NA
2E,169,95,15.9,3921,NA,NA
2E,177,85,15.9,3929,NA,NA
2E,283,85,15.9,4034,NA,NA
2E,348,98,15.9,4099,NA,NA
2E,430,92,15.9,4181,NA,NA
2E,483,87,15.9,4234,NA,NA
2E,644,91,15.9,4394,NA,NA
3E,17,98,15.9,2920,NA,NA
3E,34,105,15.9,2937,NA,NA
3E,81,98,15.9,2984,NA,NA
3E,237,98,15.9,3140,NA,NA
3E,269,98,15.9,3172,NA,NA
3E,365,94,15.9,3268,NA,NA
3E,400,92,15.9,3303,NA,NA
6E,10,87,15.9,2107,NA,NA
6E,116,94,15.9,2213,NA,NA
6E,143,93,15.9,2240,NA,NA
6E,154,90,15.9,2251,NA,NA
5W,223,110,15.9,572,NA,NA
5W,251,104,15.9,600,NA,NA
5W,281,102,15.9,630,NA,NA
5E,75,89,15.9,2649,NA,NA
5E,91,88,15.9,2665,NA,NA
5E,100,85,15.9,2674,NA,NA
5E,140,89,15.9,2714,NA,NA
5E,146,96,15.9,2720,NA,NA
5E,173,84,15.9,2747,NA,NA
5E,228,90,15.9,2802,NA,NA
5E,238,95,15.9,2812,NA,NA
5E,266,89,15.9,2840,NA,NA
4E,300,87,15.9,300,NA,NA
3W,19,83,15.9,2323,NA,NA
3W,116,82,15.9,2420,NA,NA
3W,118,82,15.9,2422,NA,NA
3W,125,85,15.9,2429,NA,NA
3W,135,74,15.9,2439,NA,NA
3W,200,87,15.9,2504,NA,NA
2W,238,93,16,3603,NA,NA
2E,1,92,16,3753,NA,NA
2E,81,94,16,3833,NA,NA
2E,155,98,16,3907,NA,NA
2E,260,82,16,4012,NA,NA
2E,307,87,16,4058,NA,NA
2E,373,85,16,4124,NA,NA
2E,499,93,16,4250,NA,NA
2E,627,90,16,4377,NA,NA
3E,67,99,16,2970,NA,NA
3E,159,91,16,3062,NA,NA
3E,205,96,16,3108,NA,NA
3E,268,90,16,3171,NA,NA
3E,290,95,16,3193,NA,NA
3E,309,96,16,3212,NA,NA
3E,335,88,16,3238,NA,NA
3E,389,104,16,3292,NA,NA
3E,413,92,16,3316,NA,NA
3E,422,95,16,3325,NA,NA
6W,50,88,16,1874,NA,NA
6W,185,92,16,2009,NA,NA
6W,209,82,16,2033,NA,NA
6W,241,83,16,2065,NA,NA
5W,63,100,16,412,NA,NA
5W,155,94,16,504,NA,NA
5W,191,90,16,540,NA,NA
5E,116,92,16,2690,NA,NA
5E,158,83,16,2732,NA,NA
5E,176,87,16,2750,NA,NA
5E,185,95,16,2759,NA,NA
5E,205,98,16,2779,NA,NA
5E,242,94,16,2816,NA,NA
4E,87,94,16,87,NA,NA
4E,318,87,16,318,NA,NA
3W,61,82,16,2365,NA,NA
3W,64,84,16,2368,NA,NA
3W,81,75,16,2385,NA,NA
3W,192,86,16,2496,NA,NA
3W,199,91,16,2503,NA,NA
2W,48,90,16.1,3413,NA,NA
2E,76,82,16.1,3828,NA,NA
2E,123,87,16.1,3875,NA,NA
2E,129,87,16.1,3881,NA,NA
2E,188,92,16.1,3940,NA,NA
2E,411,89,16.1,4162,NA,NA
2E,427,94,16.1,4178,NA,NA
2E,489,88,16.1,4240,NA,NA
2E,490,95,16.1,4241,NA,NA
2E,591,60,16.1,4341,NA,NA
2E,593,75,16.1,4343,NA,NA
2E,632,86,16.1,4382,NA,NA
3E,37,99,16.1,2940,NA,NA
3E,69,92,16.1,2972,NA,NA
3E,116,93,16.1,3019,NA,NA
3E,383,97,16.1,3286,NA,NA
6W,242,87,16.1,2066,NA,NA
5W,34,98,16.1,383,NA,NA
5W,136,96,16.1,485,NA,NA
5W,211,87,16.1,560,NA,NA
5W,230,96,16.1,579,NA,NA
5W,262,96,16.1,611,NA,NA
5W,264,93,16.1,613,NA,NA
5E,16,100,16.1,2590,NA,NA
5E,122,82,16.1,2696,NA,NA
5E,218,101,16.1,2792,NA,NA
5E,254,93,16.1,2828,NA,NA
5E,279,89,16.1,2853,NA,NA
4E,78,92,16.1,78,NA,NA
4E,120,105,16.1,120,NA,NA
4E,160,87,16.1,160,NA,NA
4E,316,102,16.1,316,NA,NA
4W,9,92,16.1,643,NA,NA
3W,10,90,16.1,2314,NA,NA
3W,111,83,16.1,2415,NA,NA
3W,154,88,16.1,2458,NA,NA
3W,198,85,16.1,2502,NA,NA
3W,204,85,16.1,2508,NA,NA
2W,214,95,16.2,3579,NA,NA
2W,224,85,16.2,3589,NA,NA
2E,62,91,16.2,3814,NA,NA
2E,227,86,16.2,3979,NA,NA
2E,241,93,16.2,3993,NA,NA
2E,269,94,16.2,4021,NA,NA
2E,317,86,16.2,4068,NA,NA
2E,320,92,16.2,4071,NA,NA
2E,324,100,16.2,4075,NA,NA
2E,405,94,16.2,4156,NA,NA
2E,567,94,16.2,4318,NA,NA
2E,615,86,16.2,4365,NA,NA
2E,673,88,16.2,4423,NA,NA
3E,49,102,16.2,2952,NA,NA
3E,83,91,16.2,2986,NA,NA
3E,208,103,16.2,3111,NA,NA
6W,147,90,16.2,1971,NA,NA
5W,129,101,16.2,478,NA,NA
5W,151,101,16.2,500,NA,NA
5W,203,99,16.2,552,NA,NA
5W,233,96,16.2,582,NA,NA
5E,15,95,16.2,2589,NA,NA
5E,46,93,16.2,2620,NA,NA
5E,77,99,16.2,2651,NA,NA
5E,194,91,16.2,2768,NA,NA
4E,86,109,16.2,86,NA,NA
4W,1,81,16.2,635,NA,NA
3W,3,81,16.2,2307,NA,NA
3W,29,95,16.2,2333,NA,NA
3W,104,79,16.2,2408,NA,NA
3W,155,92,16.2,2459,NA,NA
2W,15,89,16.3,3380,NA,NA
2W,32,88,16.3,3397,NA,NA
2W,82,90,16.3,3447,NA,NA
2W,154,89,16.3,3519,NA,NA
2W,226,88,16.3,3591,NA,NA
2E,71,87,16.3,3823,NA,NA
2E,83,98,16.3,3835,NA,NA
2E,121,90,16.3,3873,NA,NA
2E,134,94,16.3,3886,NA,NA
2E,159,93,16.3,3911,NA,NA
2E,162,89,16.3,3914,NA,NA
2E,197,85,16.3,3949,NA,NA
2E,301,92,16.3,4052,NA,NA
2E,316,85,16.3,4067,NA,NA
2E,524,95,16.3,4275,NA,NA
2E,535,90,16.3,4286,NA,NA
2E,545,89,16.3,4296,NA,NA
2E,558,93,16.3,4309,NA,NA
2E,648,94,16.3,4398,NA,NA
3E,42,104,16.3,2945,NA,NA
3E,183,98,16.3,3086,NA,NA
3E,405,92,16.3,3308,NA,NA
3E,447,97,16.3,3350,NA,NA
6W,82,93,16.3,1906,NA,NA
6W,160,87,16.3,1984,NA,NA
5W,48,95,16.3,397,NA,NA
5W,95,100,16.3,444,NA,NA
5W,96,100,16.3,445,NA,NA
5W,237,91,16.3,586,NA,NA
5W,250,99,16.3,599,NA,NA
5W,257,97,16.3,606,NA,NA
5E,108,89,16.3,2682,NA,NA
5E,260,92,16.3,2834,NA,NA
4W,16,94,16.3,650,NA,NA
3W,106,83,16.3,2410,NA,NA
3W,159,89,16.3,2463,NA,NA
3W,176,94,16.3,2480,NA,NA
2W,73,95,16.4,3438,NA,NA
2E,14,90,16.4,3766,NA,NA
2E,86,87,16.4,3838,NA,NA
2E,91,100,16.4,3843,NA,NA
2E,124,85,16.4,3876,NA,NA
2E,160,92,16.4,3912,NA,NA
2E,290,90,16.4,4041,NA,NA
2E,315,89,16.4,4066,NA,NA
2E,391,92,16.4,4142,NA,NA
2E,407,97,16.4,4158,NA,NA
2E,530,100,16.4,4281,NA,NA
2E,583,72,16.4,4334,NA,NA
3E,74,104,16.4,2977,NA,NA
3E,123,101,16.4,3026,NA,NA
3E,124,99,16.4,3027,NA,NA
3E,215,104,16.4,3118,NA,NA
3E,219,101,16.4,3122,NA,NA
3E,300,92,16.4,3203,NA,NA
3E,421,88,16.4,3324,NA,NA
5W,215,90,16.4,564,NA,NA
5W,248,111,16.4,597,NA,NA
5E,56,96,16.4,2630,NA,NA
5E,117,95,16.4,2691,NA,NA
5E,192,90,16.4,2766,NA,NA
5E,208,97,16.4,2782,NA,NA
5E,270,95,16.4,2844,NA,NA
5E,274,97,16.4,2848,NA,NA
4W,67,75,16.4,701,NA,NA
4W,69,94,16.4,703,NA,NA
3W,175,92,16.4,2479,NA,NA
2W,189,94,16.5,3554,NA,NA
2W,192,88,16.5,3557,NA,NA
2W,233,86,16.5,3598,NA,NA
2E,55,98,16.5,3807,NA,NA
2E,154,96,16.5,3906,NA,NA
2E,243,94,16.5,3995,NA,NA
2E,298,86,16.5,4049,NA,NA
2E,300,89,16.5,4051,NA,NA
2E,515,98,16.5,4266,NA,NA
2E,646,87,16.5,4396,NA,NA
3E,38,100,16.5,2941,NA,NA
3E,288,98,16.5,3191,NA,NA
3E,334,106,16.5,3237,NA,NA
3E,369,98,16.5,3272,NA,NA
6W,30,95,16.5,1854,NA,NA
5W,35,101,16.5,384,NA,NA
5W,62,102,16.5,411,NA,NA
5W,128,89,16.5,477,NA,NA
5W,146,96,16.5,495,NA,NA
5W,162,92,16.5,511,NA,NA
5W,172,109,16.5,521,NA,NA
5W,278,97,16.5,627,NA,NA
5E,199,92,16.5,2773,NA,NA
3W,13,92,16.5,2317,NA,NA
3W,87,79,16.5,2391,NA,NA
3W,165,84,16.5,2469,NA,NA
2W,12,85,16.6,3377,NA,NA
2E,16,99,16.6,3768,NA,NA
2E,78,94,16.6,3830,NA,NA
2E,80,81,16.6,3832,NA,NA
2E,200,93,16.6,3952,NA,NA
2E,327,87,16.6,4078,NA,NA
2E,484,90,16.6,4235,NA,NA
2E,519,89,16.6,4270,NA,NA
2E,527,90,16.6,4278,NA,NA
3E,28,98,16.6,2931,NA,NA
3E,40,96,16.6,2943,NA,NA
3E,60,104,16.6,2963,NA,NA
3E,71,98,16.6,2974,NA,NA
3E,338,100,16.6,3241,NA,NA
3E,368,91,16.6,3271,NA,NA
5W,72,95,16.6,421,NA,NA
5W,271,101,16.6,620,NA,NA
5E,156,89,16.6,2730,NA,NA
5E,288,97,16.6,2862,NA,NA
5E,316,92,16.6,2890,NA,NA
4E,319,104,16.6,319,NA,NA
4E,347,101,16.6,347,NA,NA
3W,78,89,16.6,2382,NA,NA
3W,98,81,16.6,2402,NA,NA
3W,190,82,16.6,2494,NA,NA
2W,117,86,16.7,3482,NA,NA
2W,215,94,16.7,3580,NA,NA
2E,69,83,16.7,3821,NA,NA
2E,421,95,16.7,4172,NA,NA
2E,476,98,16.7,4227,NA,NA
3E,113,92,16.7,3016,NA,NA
3E,161,104,16.7,3064,NA,NA
3E,293,109,16.7,3196,NA,NA
3E,364,97,16.7,3267,NA,NA
3E,378,104,16.7,3281,NA,NA
3E,385,103,16.7,3288,NA,NA
3E,429,102,16.7,3332,NA,NA
5W,148,89,16.7,497,NA,NA
5W,152,102,16.7,501,NA,NA
5E,57,98,16.7,2631,NA,NA
5E,224,97,16.7,2798,NA,NA
4E,330,87,16.7,330,NA,NA
3W,94,93,16.7,2398,NA,NA
2W,77,90,16.8,3442,NA,NA
2W,95,88,16.8,3460,NA,NA
2E,35,95,16.8,3787,NA,NA
2E,61,90,16.8,3813,NA,NA
2E,93,82,16.8,3845,NA,NA
2E,149,95,16.8,3901,NA,NA
2E,193,100,16.8,3945,NA,NA
2E,211,97,16.8,3963,NA,NA
2E,443,93,16.8,4194,NA,NA
2E,456,72,16.8,4207,NA,NA
2E,513,91,16.8,4264,NA,NA
2E,574,103,16.8,4325,NA,NA
3E,24,100,16.8,2927,NA,NA
3E,25,95,16.8,2928,NA,NA
3E,96,94,16.8,2999,NA,NA
3E,142,96,16.8,3045,NA,NA
3E,145,105,16.8,3048,NA,NA
3E,377,101,16.8,3280,NA,NA
5W,109,106,16.8,458,NA,NA
5W,177,104,16.8,526,NA,NA
5W,181,103,16.8,530,NA,NA
3W,28,87,16.8,2332,NA,NA
3W,60,93,16.8,2364,NA,NA
3W,140,94,16.8,2444,NA,NA
2W,138,98,16.9,3503,NA,NA
2E,450,85,16.9,4201,NA,NA
2E,486,105,16.9,4237,NA,NA
2E,573,86,16.9,4324,NA,NA
2E,613,82,16.9,4363,NA,NA
3E,59,101,16.9,2962,NA,NA
3E,153,99,16.9,3056,NA,NA
3E,337,102,16.9,3240,NA,NA
3E,353,93,16.9,3256,NA,NA
3E,376,96,16.9,3279,NA,NA
3E,426,99,16.9,3329,NA,NA
5W,117,111,16.9,466,NA,NA
5W,166,100,16.9,515,NA,NA
5W,279,97,16.9,628,NA,NA
5E,206,94,16.9,2780,NA,NA
5E,223,97,16.9,2797,NA,NA
3W,183,85,16.9,2487,NA,NA
3W,184,91,16.9,2488,NA,NA
2E,151,105,17,3903,NA,NA
2E,497,104,17,4248,NA,NA
2E,506,106,17,4257,NA,NA
2E,623,95,17,4373,NA,NA
2E,666,87,17,4416,NA,NA
2E,671,94,17,4421,NA,NA
3E,132,99,17,3035,NA,NA
3E,312,94,17,3215,NA,NA
3E,331,106,17,3234,NA,NA
3E,339,99,17,3242,NA,NA
3E,419,98,17,3322,NA,NA
3E,427,105,17,3330,NA,NA
3E,428,98,17,3331,NA,NA
6W,97,84,17,1921,NA,NA
6W,129,86,17,1953,NA,NA
5W,65,104,17,414,NA,NA
5W,74,110,17,423,NA,NA
5W,115,99,17,464,NA,NA
5W,244,101,17,593,NA,NA
5W,249,111,17,598,NA,NA
5E,12,99,17,2586,NA,NA
5E,45,92,17,2619,NA,NA
3W,99,93,17,2403,NA,NA
3W,146,95,17,2450,NA,NA
2E,90,93,17.1,3842,NA,NA
2E,146,92,17.1,3898,NA,NA
2E,242,99,17.1,3994,NA,NA
2E,268,99,17.1,4020,NA,NA
2E,385,95,17.1,4136,NA,NA
2E,412,91,17.1,4163,NA,NA
2E,493,95,17.1,4244,NA,NA
2E,516,90,17.1,4267,NA,NA
3E,126,97,17.1,3029,NA,NA
3E,184,98,17.1,3087,NA,NA
5W,133,102,17.1,482,NA,NA
5W,165,107,17.1,514,NA,NA
5W,219,106,17.1,568,NA,NA
5E,123,91,17.1,2697,NA,NA
3W,77,94,17.1,2381,NA,NA
3W,222,83,17.1,2526,NA,NA
2E,289,92,17.2,4040,NA,NA
2E,420,96,17.2,4171,NA,NA
2E,618,93,17.2,4368,NA,NA
2E,631,95,17.2,4381,NA,NA
3E,21,97,17.2,2924,NA,NA
3E,53,89,17.2,2956,NA,NA
3E,140,99,17.2,3043,NA,NA
